랜드마크,호텔이름,금액,평점,등급,링크
Dome_of_the_Rock,레오나르도 호텔 예루살렘,249021,4.5,4,https://www.booking.com/hotel/il/leonardo-jerusalem-ex-moriah-sheraton-classic-jerusalem.ko.html?aid=324796&label=leonardo-jerusalem-ex-moriah-sheraton-classic-jerusalem-Q3ycL9lZvox8pyW2gcISVwS630423232212%3Apl%3Ata%3Ap1%3Ap2%3Aac%3Aap%3Aneg%3Afi%3Atiaud-146342138710%3Akwd-30063741102%3Alp1009871%3Ali%3Adec%3Adm%3Appccp%3DUmFuZG9tSVYkc2RlIyh9YdzvEsd293RqtZ_wZgTZ0W0&sid=6e2648a823313c5b63533995d3cddf74&all_sr_blocks=25436101_275167319_0_33_0;checkin=2023-08-23;checkout=2023-08-24;dest_id=900000000;dest_type=city;dist=0;group_adults=2;group_children=0;hapos=1;highlighted_blocks=25436101_275167319_0_33_0;hpos=1;matching_block_id=25436101_275167319_0_33_0;no_rooms=1;req_adults=2;req_children=0;room1=A%2CA;sb_price_type=total;sr_order=popularity;sr_pri_blocks=25436101_275167319_0_33_0__76068;srepoch=1692691618;srpvid=e9e0390fa3c90240;type=total;ucfs=1&#hotelTmpl
Dome_of_the_Rock,리츠 호텔,175757,4.1,3,https://www.booking.com/hotel/il/ritz.ko.html?aid=324796&label=ritz-4VOj_jhbxnQ%2A0amrwos3dwS442554862543%3Apl%3Ata%3Ap1%3Ap2%3Aac%3Aap%3Aneg%3Afi%3Atiaud-146342138710%3Akwd-32317169746%3Alp1009871%3Ali%3Adec%3Adm%3Appccp%3DUmFuZG9tSVYkc2RlIyh9YdzvEsd293RqtZ_wZgTZ0W0&sid=6e2648a823313c5b63533995d3cddf74&all_sr_blocks=28859704_114766423_2_33_0;checkin=2023-08-23;checkout=2023-08-24;dest_id=900000000;dest_type=city;dist=0;group_adults=2;group_children=0;hapos=1;highlighted_blocks=28859704_114766423_2_33_0;hpos=1;matching_block_id=28859704_114766423_2_33_0;no_rooms=1;req_adults=2;req_children=0;room1=A%2CA;sb_price_type=total;sr_order=popularity;sr_pri_blocks=28859704_114766423_2_33_0__49710;srepoch=1692691657;srpvid=3b5f392322460006;type=total;ucfs=1&#hotelTmpl
Dome_of_the_Rock,다윗 왕 호텔,753759,4.6,5,https://www.booking.com/hotel/il/king-david-jerusalem.en-gb.html?aid=311984&label=eldan-jerusalem-PrgxzjD07qjP6IzLPSh5qgS392963831001%3Apl%3Ata%3Ap1%3Ap2%3Aac%3Aap%3Aneg%3Afi%3Atikwd-659547291%3Alp1009871%3Ali%3Adec%3Adm%3Appccp%3DUmFuZG9tSVYkc2RlIyh9YTQUGSsRwx9_3qo3uPTHyoo&sid=6e2648a823313c5b63533995d3cddf74&all_sr_blocks=19064901_200931100_0_0_0;checkin=2023-08-29;checkout=2023-08-30;dest_id=900000000;dest_type=city;dist=0;group_adults=2;group_children=0;hapos=6;highlighted_blocks=19064901_200931100_0_0_0;hpos=6;matching_block_id=19064901_200931100_0_0_0;no_rooms=1;req_adults=2;req_children=0;room1=A%2CA;sb_price_type=total;sr_order=popularity;sr_pri_blocks=19064901_200931100_0_0_0__221368;srepoch=1692691937;srpvid=756c39afba0a008e;type=total;ucfs=1&#hotelTmpl
Dome_of_the_Rock,다비드 시타델 호텔,812667,4.5,5,https://www.booking.com/hotel/il/the-david-citadel.ko.html
Dome_of_the_Rock,그랜드 코트 호텔,236423,4.1,4,https://www.booking.com/hotel/il/grand-court.ko.html?aid=324796&label=grand-court-VMqwMEAHl3uwEB77PQBSLQS624723071907%3Apl%3Ata%3Ap1%3Ap2%3Aac%3Aap%3Aneg%3Afi%3Atiaud-146342138710%3Akwd-6505629242%3Alp1009871%3Ali%3Adec%3Adm%3Appccp%3DUmFuZG9tSVYkc2RlIyh9YdzvEsd293RqtZ_wZgTZ0W0&sid=6e2648a823313c5b63533995d3cddf74&all_sr_blocks=2379501_199477873_2_33_0;checkin=2023-08-29;checkout=2023-08-30;dest_id=900000000;dest_type=city;dist=0;group_adults=2;group_children=0;hapos=1;highlighted_blocks=2379501_199477873_2_33_0;hpos=1;matching_block_id=2379501_199477873_2_33_0;no_rooms=1;req_adults=2;req_children=0;room1=A%2CA;sb_price_type=total;sr_order=popularity;sr_pri_blocks=2379501_199477873_2_33_0__76838;srepoch=1692691809;srpvid=d673396f67e70089;type=total;ucfs=1&#hotelTmpl
Dome_of_the_Rock,Mamilla Hotel,638184,4.5,5,https://www.booking.com/hotel/il/mamilla.en-gb.html?aid=311984&label=mamilla-eAuZ0Yya2nxJ1XGKp2RozwS207838384266%3Apl%3Ata%3Ap1%3Ap2%3Aac%3Aap%3Aneg%3Afi%3Atikwd-13040772630%3Alp1009871%3Ali%3Adec%3Adm%3Appccp%3DUmFuZG9tSVYkc2RlIyh9YTQUGSsRwx9_3qo3uPTHyoo&sid=6e2648a823313c5b63533995d3cddf74&all_sr_blocks=18640201_331159237_2_1_0;checkin=2023-08-29;checkout=2023-08-30;dest_id=900000000;dest_type=city;dist=0;group_adults=2;group_children=0;hapos=1;highlighted_blocks=18640201_331159237_2_1_0;hpos=1;matching_block_id=18640201_331159237_2_1_0;no_rooms=1;req_adults=2;req_children=0;room1=A%2CA;sb_price_type=total;sr_order=popularity;sr_pri_blocks=18640201_331159237_2_1_0__181000;srepoch=1692691840;srpvid=d38b397e42db0091;type=total;ucfs=1&#hotelTmpl
Dome_of_the_Rock,The American Colony Hotel Jerusalem,405725,4.6,5,https://www.booking.com/hotel/il/the-american-colony.en-gb.html?aid=311984&label=the-american-colony-IhOGwUIDoRZxPqhQ80skDgS258626196239%3Apl%3Ata%3Ap1%3Ap21%2C093%2C000%3Aac%3Aap%3Aneg%3Afi%3Atikwd-3186947945%3Alp1009871%3Ali%3Adec%3Adm%3Appccp%3DUmFuZG9tSVYkc2RlIyh9YTQUGSsRwx9_3qo3uPTHyoo&sid=6e2648a823313c5b63533995d3cddf74&all_sr_blocks=2856801_179756779_0_2_0;checkin=2023-08-29;checkout=2023-08-30;dest_id=900000000;dest_type=city;dist=0;group_adults=2;group_children=0;hapos=1;highlighted_blocks=2856801_179756779_0_2_0;hpos=1;matching_block_id=2856801_179756779_0_2_0;no_rooms=1;req_adults=2;req_children=0;room1=A%2CA;sb_price_type=total;sr_order=popularity;sr_pri_blocks=2856801_179756779_0_2_0__121380;srepoch=1692691867;srpvid=461f398c53860356;type=total;ucfs=1&#hotelTmpl
Dome_of_the_Rock,Mount Zion Boutique Hotel,413287,4.3,4,https://www.agoda.com/mount-zion-boutique-hotel/hotel/jerusalem-il.html?cid=1844104
Dome_of_the_Rock,Eldan Hotel,290746,4,4,https://www.booking.com/hotel/il/eldan-jerusalem.en-gb.html?aid=311984&label=eldan-jerusalem-PrgxzjD07qjP6IzLPSh5qgS392963831001%3Apl%3Ata%3Ap1%3Ap2%3Aac%3Aap%3Aneg%3Afi%3Atikwd-659547291%3Alp1009871%3Ali%3Adec%3Adm%3Appccp%3DUmFuZG9tSVYkc2RlIyh9YTQUGSsRwx9_3qo3uPTHyoo&sid=6e2648a823313c5b63533995d3cddf74&all_sr_blocks=2161805_114765220_2_41_0;checkin=2023-08-29;checkout=2023-08-30;dest_id=900000000;dest_type=city;dist=0;group_adults=2;group_children=0;hapos=1;highlighted_blocks=2161805_114765220_2_41_0;hpos=1;matching_block_id=2161805_114765220_2_41_0;no_rooms=1;req_adults=2;req_children=0;room1=A%2CA;sb_price_type=total;sr_order=popularity;sr_pri_blocks=2161805_114765220_2_41_0__100000;srepoch=1692691937;srpvid=756c39afba0a008e;type=total;ucfs=1&#hotelTmpl
Eiffel_Tower,호텔 프랑스 에펠,143832,3.2,3,https://www.google.com/travel/search?q=%EC%97%90%ED%8E%A0%ED%83%91%20%EA%B7%BC%EC%B2%98%20%EC%88%99%EC%86%8C&g2lb=2502548%2C2503771%2C2503781%2C4258168%2C4270442%2C4284970%2C4291517%2C4597339%2C4757164%2C4814050%2C4850738%2C4864715%2C4874190%2C4886480%2C4893075%2C4924070%2C4965990%2C4969803%2C4990494%2C72298667%2C72302247%2C72305577%2C72314788%2C72317059%2C72318440%2C72329393&hl=ko-KR&gl=kr&ssta=1&ts=CAESCgoCCAMKAggDEAAaUgo0EjIyJTB4NDdlNjZlMjk2NGUzNGUyZDoweDhkZGNhOWVlMzgwZWY3ZTA6CeyXkO2OoO2DkRIaEhQKBwjnDxAIGBcSBwjnDxAIGBgYATICEAAqBwoFOgNLUlc&qs=CAEyvAFDZ3NJcjZYU25ieUxpcHFnQVJBQkdueEJVR1JtWWxjMlV6VTRUVWh4TmpndGNWODRWVk4zYkRCdWFrTTBUMGM0Vm5FdE1sWnBUMEZoTjNNdFFWcHdSM1ZYY3pkak5uRlJSRE51TFU1Vk1XdE5PREpQVnpGelRFVnZVR3RMVVUwd1UyWjJkMWR3ZW1sMGFFcEZSamhCYjFkdGFVSTBXSGhFTUhGM1NWRmxRMlZUVTNrMFN6VTJkbFE1UzFSazgGQgkJRM5i5Jgmg9JCCQlgeD9YzqOTHEIJCTJS0S645mXR&ap=KigKEgmSwYZb6GpIQBEIrrGJhUkCQBISCZ8T3XzkcEhAEQiusYklfAJAMABoAQ&ictx=1&sa=X&ved=0CAAQ5JsGahgKEwiI0rTf1O-AAxUAAAAAHQAAAAAQjwE
Eiffel_Tower,호텔 르 월트,440212,4.6,4,https://www.google.com/travel/search?q=%ED%98%B8%ED%85%94%20%EB%A5%B4%20%EC%9B%94%ED%8A%B8&g2lb=2502548%2C2503771%2C2503781%2C4258168%2C4270442%2C4284970%2C4291517%2C4597339%2C4757164%2C4814050%2C4850738%2C4864715%2C4874190%2C4886480%2C4893075%2C4924070%2C4965990%2C4969803%2C4990494%2C72298667%2C72302247%2C72305577%2C72314788%2C72317059%2C72318440%2C72329393&hl=ko-KR&gl=kr&ssta=1&ts=CAESCgoCCAMKAggDEAAaHBIaEhQKBwjnDxAIGBcSBwjnDxAIGBgYATICEAAqBwoFOgNLUlc&qs=CAAgACgA&ap=KigKEgmSwYZb6GpIQBEIrrGJhUkCQBISCZ8T3XzkcEhAEQiusYklfAJAMABoAQ&ictx=1&sa=X&ved=0CAAQ5JsGahgKEwiI0rTf1O-AAxUAAAAAHQAAAAAQ2AU
Eiffel_Tower,풀만 파리 타워 에펠,515936,4.4,4,https://www.google.com/travel/search?q=%ED%92%80%EB%A7%8C%20%ED%8C%8C%EB%A6%AC%20%ED%83%80%EC%9B%8C%20%EC%97%90%ED%8E%A0&g2lb=2502548%2C2503771%2C2503781%2C4258168%2C4270442%2C4284970%2C4291517%2C4597339%2C4757164%2C4814050%2C4850738%2C4864715%2C4874190%2C4886480%2C4893075%2C4924070%2C4965990%2C4969803%2C4990494%2C72298667%2C72302247%2C72305577%2C72314788%2C72317059%2C72318440%2C72329393&hl=ko-KR&gl=kr&ssta=1&ts=CAESCgoCCAMKAggDEAAaHBIaEhQKBwjnDxAIGBcSBwjnDxAIGBgYATICEAAqBwoFOgNLUlc&qs=CAAgACgA&ap=KigKEgmSwYZb6GpIQBEIrrGJhUkCQBISCZ8T3XzkcEhAEQiusYklfAJAMABoAQ&ictx=1&sa=X&ved=0CAAQ5JsGahgKEwiI0rTf1O-AAxUAAAAAHQAAAAAQ-wc
Eiffel_Tower,호텔 에펠 켄싱턴,160675,3.2,2,https://www.google.com/travel/search?q=%ED%98%B8%ED%85%94%20%EC%97%90%ED%8E%A0%20%EC%BC%84%EC%8B%B1%ED%84%B4&g2lb=2502548%2C2503771%2C2503781%2C4258168%2C4270442%2C4284970%2C4291517%2C4597339%2C4757164%2C4814050%2C4850738%2C4864715%2C4874190%2C4886480%2C4893075%2C4924070%2C4965990%2C4969803%2C4990494%2C72298667%2C72302247%2C72305577%2C72314788%2C72317059%2C72318440%2C72329393&hl=ko-KR&gl=kr&ssta=1&ts=CAESCgoCCAMKAggDEAAaHBIaEhQKBwjnDxAIGBcSBwjnDxAIGBgYATICEAAqBwoFOgNLUlc&qs=CAAgACgA&ap=KigKEgmSwYZb6GpIQBEIrrGJhUkCQBISCZ8T3XzkcEhAEQiusYklfAJAMABoAQ&ictx=1&sa=X&ved=0CAAQ5JsGahgKEwiI0rTf1O-AAxUAAAAAHQAAAAAQvg4
Eiffel_Tower,호텔 라 콤테스,288942,4.5,4,https://www.google.com/travel/search?q=%ED%98%B8%ED%85%94%20%EB%9D%BC%20%EC%BD%A4%ED%85%8C%EC%8A%A4&g2lb=2502548%2C2503771%2C2503781%2C4258168%2C4270442%2C4284970%2C4291517%2C4597339%2C4757164%2C4814050%2C4850738%2C4864715%2C4874190%2C4886480%2C4893075%2C4924070%2C4965990%2C4969803%2C4990494%2C72298667%2C72302247%2C72305577%2C72314788%2C72317059%2C72318440%2C72329393&hl=ko-KR&gl=kr&ssta=1&ts=CAESCgoCCAMKAggDEAAaHBIaEhQKBwjnDxAIGBcSBwjnDxAIGBgYATICEAAqBwoFOgNLUlc&qs=CAAgACgA&ap=KigKEgmSwYZb6GpIQBEIrrGJhUkCQBISCZ8T3XzkcEhAEQiusYklfAJAMABoAQ&ictx=1&sa=X&ved=0CAAQ5JsGahgKEwiI0rTf1O-AAxUAAAAAHQAAAAAQhhE
Eiffel_Tower,시타딘 투어 에펠 파리,264970,4.1,4,https://www.google.com/travel/search?q=%EC%8B%9C%ED%83%80%EB%94%98%20%ED%88%AC%EC%96%B4%20%EC%97%90%ED%8E%A0%20%ED%8C%8C%EB%A6%AC&g2lb=2502548%2C2503771%2C2503781%2C4258168%2C4270442%2C4284970%2C4291517%2C4597339%2C4757164%2C4814050%2C4850738%2C4864715%2C4874190%2C4886480%2C4893075%2C4924070%2C4965990%2C4969803%2C4990494%2C72298667%2C72302247%2C72305577%2C72314788%2C72317059%2C72318440%2C72329393&hl=ko-KR&gl=kr&ssta=1&ts=CAESCgoCCAMKAggDEAAaHBIaEhQKBwjnDxAIGBcSBwjnDxAIGBgYATICEAAqBwoFOgNLUlc&qs=CAAgASgAMiZDaGdJemZIaGpyTGlsdmZpQVJvTEwyY3ZNWGhpTW1OM2NYSVFBUQ&ap=KigKEgmSwYZb6GpIQBEIrrGJhUkCQBISCZ8T3XzkcEhAEQiusYklfAJAMABoAQ&ictx=1&sa=X&ved=0CAAQ5JsGahgKEwiI0rTf1O-AAxUAAAAAHQAAAAAQsBM
Eiffel_Tower,호텔 에펠 센 ,253560,4.2,3,https://www.google.com/travel/search?q=%ED%98%B8%ED%85%94%20%EC%97%90%ED%8E%A0%20%EC%84%BC&g2lb=2502548%2C2503771%2C2503781%2C4258168%2C4270442%2C4284970%2C4291517%2C4597339%2C4757164%2C4814050%2C4850738%2C4864715%2C4874190%2C4886480%2C4893075%2C4924070%2C4965990%2C4969803%2C4990494%2C72298667%2C72302247%2C72305577%2C72314788%2C72317059%2C72318440%2C72329393&hl=ko-KR&gl=kr&ssta=1&ts=CAESCgoCCAMKAggDEAAaHBIaEhQKBwjnDxAIGBcSBwjnDxAIGBgYATICEAAqBwoFOgNLUlc&qs=CAAgACgA&ap=KigKEgmSwYZb6GpIQBEIrrGJhUkCQBISCZ8T3XzkcEhAEQiusYklfAJAMABoAQ&ictx=1&sa=X&ved=0CAAQ5JsGahgKEwiI0rTf1O-AAxUAAAAAHQAAAAAQ2xU
Eiffel_Tower,호텔 드 라 페 투어 에펠,218353,4.3,3,https://www.google.com/travel/search?q=%ED%98%B8%ED%85%94%20%EB%93%9C%20%EB%9D%BC%20%ED%8E%98%20%ED%88%AC%EC%96%B4%20%EC%97%90%ED%8E%A0&g2lb=2502548%2C2503771%2C2503781%2C4258168%2C4270442%2C4284970%2C4291517%2C4597339%2C4757164%2C4814050%2C4850738%2C4864715%2C4874190%2C4886480%2C4893075%2C4924070%2C4965990%2C4969803%2C4990494%2C72298667%2C72302247%2C72305577%2C72314788%2C72317059%2C72318440%2C72329393&hl=ko-KR&gl=kr&ssta=1&ts=CAESCgoCCAMKAggDEAAaHBIaEhQKBwjnDxAIGBcSBwjnDxAIGBgYATICEAAqBwoFOgNLUlc&qs=CAAgACgA&ap=KigKEgmSwYZb6GpIQBEIrrGJhUkCQBISCZ8T3XzkcEhAEQiusYklfAJAMABoAQ&ictx=1&sa=X&ved=0CAAQ5JsGahgKEwiI0rTf1O-AAxUAAAAAHQAAAAAQgRg
Eiffel_Tower,그랜드 호텔 레베크,190858,4,3,https://www.google.com/travel/search?q=%EA%B7%B8%EB%9E%9C%EB%93%9C%20%ED%98%B8%ED%85%94%20%EB%A0%88%EB%B2%A0%ED%81%AC&g2lb=2502548%2C2503771%2C2503781%2C4258168%2C4270442%2C4284970%2C4291517%2C4597339%2C4757164%2C4814050%2C4850738%2C4864715%2C4874190%2C4886480%2C4893075%2C4924070%2C4965990%2C4969803%2C4990494%2C72298667%2C72302247%2C72305577%2C72314788%2C72317059%2C72318440%2C72329393&hl=ko-KR&gl=kr&ssta=1&ts=CAESCgoCCAMKAggDEAAaHBIaEhQKBwjnDxAIGBcSBwjnDxAIGBgYATICEAAqBwoFOgNLUlc&qs=CAAgACgA&ap=KigKEgmSwYZb6GpIQBEIrrGJhUkCQBISCZ8T3XzkcEhAEQiusYklfAJAMABoAQ&ictx=1&sa=X&ved=0CAAQ5JsGahgKEwiI0rTf1O-AAxUAAAAAHQAAAAAQrBo
Eiffel_Tower,호텔 에펠 튀렌,144125,4.5,3,https://www.google.com/travel/search?q=%ED%98%B8%ED%85%94%20%EC%97%90%ED%8E%A0%20%ED%8A%80%EB%A0%8C&g2lb=2502548%2C2503771%2C2503781%2C4258168%2C4270442%2C4284970%2C4291517%2C4597339%2C4757164%2C4814050%2C4850738%2C4864715%2C4874190%2C4886480%2C4893075%2C4924070%2C4965990%2C4969803%2C4990494%2C72298667%2C72302247%2C72305577%2C72314788%2C72317059%2C72318440%2C72329393&hl=ko-KR&gl=kr&ssta=1&ts=CAESCgoCCAMKAggDEAAaHBIaEhQKBwjnDxAIGBcSBwjnDxAIGBgYATICEAAqBwoFOgNLUlc&qs=CAAgACgA&ap=KigKEgmSwYZb6GpIQBEIrrGJhUkCQBISCZ8T3XzkcEhAEQiusYklfAJAMABoAQ&ictx=1&sa=X&ved=0CAAQ5JsGahgKEwiI0rTf1O-AAxUAAAAAHQAAAAAQ2xw
Pantheon,호텔 판테온,279790,4.2,4,https://www.google.com/travel/search?q=%ED%8C%90%ED%85%8C%EC%98%A8%20%EA%B7%BC%EC%B2%98%20%EC%88%99%EC%86%8C&g2lb=2502548%2C2503771%2C2503781%2C4258168%2C4270442%2C4284970%2C4291517%2C4597339%2C4757164%2C4814050%2C4850738%2C4864715%2C4874190%2C4886480%2C4893075%2C4924070%2C4965990%2C4969803%2C4990494%2C72298667%2C72302247%2C72305577%2C72314788%2C72317059%2C72318440%2C72329393&hl=ko-KR&gl=kr&ssta=1&ts=CAESCgoCCAMKAggDEAAaMwoVEhMKCS9tLzAxeHpkejoG66Gc66eIEhoSFAoHCOcPEAgYFxIHCOcPEAgYGBgBMgIQACoHCgU6A0tSVw&qs=CAAgACgAMrsBQ2dvSW5zNnJ6cUNseC1wT0VBQWFmRUZRWkdaaVZ6Y3RXVzkwTlU4ME1FeExUelpGU1dWU00xZEJZbVJKTTFReldXeFhRV2gxTFZOcmRYUkJSVWc1VFVsVE1ubFlUVTlxZW0xRlpUSm1WMjVUT0d4UlVFOXRkemRrZDB4RGJHVndjQzFvWlRoeVlUUjJTVVJOYlRaM05scGFjbVEwWmsxRmJsUnlNbkpsYVVZelpuSkJXWHBoVjE5MlJtYzgNSAA&ap=KigKEgm-eOpIne9EQBH2znYadu0oQBISCcfagqRi9kRAEfbOdhoe-ihAMABoAQ&ictx=1&sa=X&ved=0CAAQ5JsGahgKEwiI0rTf1O-AAxUAAAAAHQAAAAAQwCI
Pantheon,베스트 스위트 판테온,219533,4.3,3,https://www.google.com/travel/search?q=%ED%8C%90%ED%85%8C%EC%98%A8%20%EA%B7%BC%EC%B2%98%20%EC%88%99%EC%86%8C&g2lb=2502548%2C2503771%2C2503781%2C4258168%2C4270442%2C4284970%2C4291517%2C4597339%2C4757164%2C4814050%2C4850738%2C4864715%2C4874190%2C4886480%2C4893075%2C4924070%2C4965990%2C4969803%2C4990494%2C72298667%2C72302247%2C72305577%2C72314788%2C72317059%2C72318440%2C72329393&hl=ko-KR&gl=kr&ssta=1&ts=CAESCgoCCAMKAggDEAAaMwoVEhMKCS9tLzAxeHpkejoG66Gc66eIEhoSFAoHCOcPEAgYFxIHCOcPEAgYGBgBMgIQACoHCgU6A0tSVw&qs=CAAgACgAMrwBQ2dzSTZQbmJpcWlULUtiakFSQUFHbnhCVUdSbVlsYzNhVGcxWHpWWWRqZExiblpmWjNsTmQxOVRjMWxZY0RGT05VMVBVSGt0YVdoU1JUTkZValV4YVRoWWJraEplbHByVHpKUVQybEhUWGhyT1RnNGIwczFiR0ZJZDJSTE1VZDFhVkJMVm1vM2VFVlRibVpmYzFOclZGTjZiVkZvZWxGbk0xZzBYek0zT0RCMlJFdHhVM3BpYzJSWVEwaE44DQ&ap=KigKEgm-eOpIne9EQBH2znYadu0oQBISCcfagqRi9kRAEfbOdhoe-ihAMABoAQ&ictx=1&sa=X&ved=0CAAQ5JsGahgKEwig8IfI1u-AAxUAAAAAHQAAAAAQygM
Pantheon,Santa Chiara Hotel,237454,4.4,3,https://www.google.com/travel/search?q=%ED%8C%90%ED%85%8C%EC%98%A8%20%EA%B7%BC%EC%B2%98%20%EC%88%99%EC%86%8C&g2lb=2502548%2C2503771%2C2503781%2C4258168%2C4270442%2C4284970%2C4291517%2C4597339%2C4757164%2C4814050%2C4850738%2C4864715%2C4874190%2C4886480%2C4893075%2C4924070%2C4965990%2C4969803%2C4990494%2C72298667%2C72302247%2C72305577%2C72314788%2C72317059%2C72318440%2C72329393&hl=ko-KR&gl=kr&ssta=1&ts=CAESCgoCCAMKAggDEAAaMwoVEhMKCS9tLzAxeHpkejoG66Gc66eIEhoSFAoHCOcPEAgYFxIHCOcPEAgYGBgBMgIQACoHCgU6A0tSVw&qs=CAAgACgAMidDaGtJbUl2MXFfNjl1dHpzQVJvTUwyY3ZNV2hqTkdZeFkzSXhFQUU4DQ&ap=KigKEgm-eOpIne9EQBH2znYadu0oQBISCcfagqRi9kRAEfbOdhoe-ihAMABoAQ&ictx=1&sa=X&ved=0CAAQ5JsGahgKEwig8IfI1u-AAxUAAAAAHQAAAAAQigk
Pantheon,"The Pantheon Iconic Rome Hotel, Autograph Collection",800279,4.4,5,https://www.google.com/travel/search?q=the%20pantheon%20iconic%20rome%20hotel&g2lb=2502548%2C2503771%2C2503781%2C4258168%2C4270442%2C4284970%2C4291517%2C4597339%2C4757164%2C4814050%2C4850738%2C4864715%2C4874190%2C4886480%2C4893075%2C4924070%2C4965990%2C4969803%2C4990494%2C72298667%2C72302247%2C72305577%2C72314788%2C72317059%2C72318440%2C72329393&hl=ko-KR&gl=kr&ssta=1&ts=CAESCgoCCAMKAggDEAAaHBIaEhQKBwjnDxAIGBcSBwjnDxAIGBgYATICEAAqBwoFOgNLUlc&qs=CAAgASgAMidDaGtJaF9PQml0X3FyZVlSR2cwdlp5OHhNV1kxWjNkc1kzZHpFQUU&ap=KigKEgm-eOpIne9EQBH2znYadu0oQBISCcfagqRi9kRAEfbOdhoe-ihAMABoAQ&ictx=1&sa=X&ved=0CAAQ5JsGahgKEwig8IfI1u-AAxUAAAAAHQAAAAAQxQ0
Pantheon,호텔 솔레 알 판테온,484981,4.2,4,https://www.google.com/travel/search?q=%ED%98%B8%ED%85%94%20%EC%86%94%EB%A0%88%20%EC%95%8C%20%ED%8C%90%ED%85%8C%EC%98%A8&g2lb=2502548%2C2503771%2C2503781%2C4258168%2C4270442%2C4284970%2C4291517%2C4597339%2C4757164%2C4814050%2C4850738%2C4864715%2C4874190%2C4886480%2C4893075%2C4924070%2C4965990%2C4969803%2C4990494%2C72298667%2C72302247%2C72305577%2C72314788%2C72317059%2C72318440%2C72329393&hl=ko-KR&gl=kr&ssta=1&ts=CAESCgoCCAMKAggDEAAaHBIaEhQKBwjnDxAIGBcSBwjnDxAIGBgYATICEAAqBwoFOgNLUlc&qs=CAAgACgA&ap=KigKEgm-eOpIne9EQBH2znYadu0oQBISCcfagqRi9kRAEfbOdhoe-ihAMABoAQ&ictx=1&sa=X&ved=0CAAQ5JsGahgKEwig8IfI1u-AAxUAAAAAHQAAAAAQhBE
Pantheon,호텔 레그노,214873,4.2,3,https://www.google.com/travel/search?q=%ED%8C%90%ED%85%8C%EC%98%A8%20%EA%B7%BC%EC%B2%98%20%EC%88%99%EC%86%8C&g2lb=2502548%2C2503771%2C2503781%2C4258168%2C4270442%2C4284970%2C4291517%2C4597339%2C4757164%2C4814050%2C4850738%2C4864715%2C4874190%2C4886480%2C4893075%2C4924070%2C4965990%2C4969803%2C4990494%2C72298667%2C72302247%2C72305577%2C72314788%2C72317059%2C72318440%2C72329393&hl=ko-KR&gl=kr&ssta=1&ts=CAESCgoCCAMKAggDEAAaRwopEicyJTB4MTMyZjYwNGY2Nzg2NDBhOToweGNhZDE2NWZhMjAzNmNlMmMSGhIUCgcI5w8QCBgXEgcI5w8QCBgYGAEyAhAAKgcKBToDS1JX&qs=CAASBENDUT0gACgAMidDaGtJcF8tdi0tWHEtUEtEQVJvTUwyY3ZNWEIwZDNnMmRHWTNFQUU4DUgA&ap=KigKEgm-eOpIne9EQBH2znYadu0oQBISCcfagqRi9kRAEfbOdhoe-ihAMABoAQ&ictx=1&sa=X&ved=0CAAQ5JsGahgKEwig8IfI1u-AAxUAAAAAHQAAAAAQ_hY
Pantheon,콜론나 팰리스,231946,4.2,4,https://www.google.com/travel/search?q=%EC%BD%9C%EB%A1%A0%EB%82%98%20%ED%8C%B0%EB%A6%AC%EC%8A%A4&g2lb=2502548%2C2503771%2C2503781%2C4258168%2C4270442%2C4284970%2C4291517%2C4597339%2C4757164%2C4814050%2C4850738%2C4864715%2C4874190%2C4886480%2C4893075%2C4924070%2C4965990%2C4969803%2C4990494%2C72298667%2C72302247%2C72305577%2C72314788%2C72317059%2C72318440%2C72329393&hl=ko-KR&gl=kr&ssta=1&ts=CAESCgoCCAMKAggDEAAaHBIaEhQKBwjnDxAIGBcSBwjnDxAIGBgYATICEAAqBwoFOgNLUlc&qs=CAAgASgA&ap=KigKEgm-eOpIne9EQBH2znYadu0oQBISCcfagqRi9kRAEfbOdhoe-ihAMABoAQ&ictx=1&sa=X&ved=0CAAQ5JsGahgKEwig8IfI1u-AAxUAAAAAHQAAAAAQ5xo
Pantheon,호텔 르 클라리세 알 판테온,209843,4.3,3,https://www.google.com/travel/search?q=%ED%98%B8%ED%85%94%20%EB%A5%B4%20%ED%81%B4%EB%9D%BC%EB%A6%AC%EC%84%B8%20%EC%95%8C%20%ED%8C%90%ED%85%8C%EC%98%A8&g2lb=2502548%2C2503771%2C2503781%2C4258168%2C4270442%2C4284970%2C4291517%2C4597339%2C4757164%2C4814050%2C4850738%2C4864715%2C4874190%2C4886480%2C4893075%2C4924070%2C4965990%2C4969803%2C4990494%2C72298667%2C72302247%2C72305577%2C72314788%2C72317059%2C72318440%2C72329393&hl=ko-KR&gl=kr&ssta=1&ts=CAESCgoCCAMKAggDEAAaHBIaEhQKBwjnDxAIGBcSBwjnDxAIGBgYATICEAAqBwoFOgNLUlc&qs=CAAgACgA&ap=KigKEgm-eOpIne9EQBH2znYadu0oQBISCcfagqRi9kRAEfbOdhoe-ihAMABoAQ&ictx=1&sa=X&ved=0CAAQ5JsGahgKEwig8IfI1u-AAxUAAAAAHQAAAAAQ-x0
